fiber_type,resin_type,density_g_cm3,layer_count,curing_temperature_c,fiber_volume_fraction,void_content_pct,tensile_strength_mpa
Aramid,Epoxy,1.82,20,141.1,0.41,0.93,2536.5
Aramid,Epoxy,1.84,15,64.2,0.47,2.89,1553.3
Glass,Epoxy,2.1,16,157.8,0.47,1.19,1513.9
Glass,Phenolic,1.73,10,109.8,0.37,2.18,707.0
Glass,Vinyl Ester,1.62,6,113.1,0.66,3.27,652.9
Glass,Vinyl Ester,1.88,8,76.1,0.49,0.76,819.0
Carbon,Polyester,1.48,10,66.9,0.4,1.09,1605.6
Carbon,Phenolic,2.18,23,112.8,0.4,2.63,2173.5
Carbon,Phenolic,1.79,9,149.2,0.38,2.43,1672.7
Glass,Polyester,2.16,24,99.8,0.5,1.0,1238.2
Aramid,Phenolic,1.93,12,70.6,0.67,0.57,1734.9
Glass,Phenolic,1.8,12,74.7,0.59,1.83,855.0
Aramid,Vinyl Ester,1.69,10,151.5,0.69,0.75,2059.2
Carbon,Polyester,1.66,20,72.5,0.41,2.23,1914.6
Carbon,Polyester,2.07,23,71.4,0.44,3.49,1700.9
Basalt,Phenolic,1.69,8,63.3,0.54,1.13,972.8
Aramid,Epoxy,1.73,18,70.7,0.65,0.79,2455.3
Carbon,Phenolic,1.55,14,139.6,0.53,3.39,1912.3
Aramid,Polyester,1.76,8,144.1,0.48,1.13,1408.0
Basalt,Vinyl Ester,1.92,21,91.1,0.7,2.68,1547.3
Carbon,Polyester,1.87,24,143.2,0.35,0.86,2721.1
Basalt,Epoxy,1.49,8,137.1,0.36,0.94,1396.1
Glass,Polyester,1.43,23,134.7,0.66,2.25,1224.2
Basalt,Polyester,2.08,13,95.8,0.46,1.46,1158.9
Basalt,Phenolic,1.52,18,72.5,0.55,1.71,1332.6
Aramid,Phenolic,2.08,17,158.7,0.53,0.55,2242.7
Carbon,Phenolic,1.69,13,66.5,0.53,3.23,1605.9
Aramid,Polyester,1.56,20,121.2,0.44,1.17,1821.0
Carbon,Phenolic,1.58,12,127.3,0.61,2.07,2243.5
Carbon,Epoxy,2.0,15,105.9,0.46,0.87,3070.0
Basalt,Phenolic,2.15,8,100.1,0.56,0.79,1215.5
Aramid,Epoxy,1.67,10,143.0,0.42,1.69,1872.3
Aramid,Vinyl Ester,1.73,17,90.9,0.56,1.75,1827.0
Aramid,Polyester,1.79,17,125.0,0.53,2.64,1584.8
Glass,Polyester,1.87,18,97.1,0.46,2.85,848.5
Aramid,Phenolic,1.64,7,120.1,0.4,1.8,1133.7
Glass,Phenolic,1.93,15,66.4,0.37,3.08,790.8
Basalt,Phenolic,2.01,6,144.3,0.55,1.51,995.2
Carbon,Polyester,1.8,17,81.0,0.64,1.25,2401.8
Glass,Polyester,1.74,10,101.4,0.63,2.98,757.5
Carbon,Epoxy,1.61,7,113.3,0.35,1.9,1857.6
Glass,Phenolic,1.49,7,111.4,0.56,1.74,802.9
Basalt,Epoxy,2.04,19,86.2,0.52,1.65,1771.1
Carbon,Phenolic,2.06,19,94.6,0.45,1.05,2442.1
Aramid,Vinyl Ester,1.55,21,136.8,0.64,1.48,2367.0
Glass,Epoxy,2.08,15,142.2,0.4,3.24,1027.5
Glass,Phenolic,2.1,15,78.2,0.67,2.16,1004.0
Basalt,Vinyl Ester,1.48,10,65.6,0.43,0.52,1226.2
Basalt,Polyester,1.91,13,141.0,0.54,1.07,1407.9
Aramid,Epoxy,1.91,22,128.2,0.62,1.42,2758.6
Basalt,Epoxy,1.88,11,82.9,0.59,2.96,1261.1
Glass,Vinyl Ester,1.56,21,129.9,0.36,2.84,997.8
Carbon,Polyester,2.07,14,76.5,0.51,3.11,1645.1
Aramid,Polyester,1.48,13,93.5,0.69,2.42,1493.0
Carbon,Epoxy,1.78,6,90.8,0.5,1.27,1940.6
Aramid,Polyester,1.43,11,149.0,0.58,1.3,1735.6
Aramid,Vinyl Ester,1.84,7,122.4,0.57,3.41,1072.2
Glass,Phenolic,1.83,23,117.2,0.44,0.83,1319.1
Glass,Polyester,2.03,6,106.4,0.52,0.98,708.7
Carbon,Phenolic,1.4,24,137.1,0.59,2.62,2684.9
Glass,Epoxy,1.4,15,132.1,0.48,2.74,1156.9
Carbon,Vinyl Ester,2.19,21,63.3,0.65,0.58,2998.1
Basalt,Epoxy,2.11,16,78.0,0.57,0.9,1828.0
Carbon,Phenolic,2.03,8,131.4,0.45,0.63,2044.8
Basalt,Epoxy,1.82,9,124.0,0.51,1.77,1427.8
Glass,Phenolic,1.57,19,97.9,0.53,2.26,1077.9
Aramid,Epoxy,1.51,23,127.9,0.67,0.87,3087.8
Carbon,Polyester,1.53,18,61.7,0.43,3.09,1653.3
Aramid,Vinyl Ester,2.05,14,138.2,0.42,0.58,1984.4
Carbon,Phenolic,2.15,10,110.7,0.43,2.58,1694.1
Carbon,Phenolic,2.05,19,84.0,0.62,1.01,2726.0
Basalt,Phenolic,1.64,22,124.5,0.64,2.02,1724.3
Aramid,Polyester,1.76,13,73.3,0.36,0.9,1368.3
Aramid,Polyester,1.57,14,146.9,0.46,1.75,1569.7
Glass,Polyester,1.82,20,131.7,0.64,2.85,1109.4
Basalt,Phenolic,2.15,19,92.0,0.54,0.68,1583.5
Glass,Epoxy,1.61,14,146.1,0.43,2.45,1241.7
Carbon,Epoxy,1.71,10,85.9,0.58,3.22,1979.6
Aramid,Phenolic,2.05,8,136.7,0.38,3.29,980.2
Basalt,Polyester,1.52,24,74.5,0.41,1.94,1257.6
Carbon,Phenolic,1.53,8,74.6,0.66,1.02,1922.6
Aramid,Phenolic,1.47,7,101.2,0.54,2.29,1109.7
Glass,Vinyl Ester,1.65,10,157.0,0.36,1.27,997.5
Aramid,Epoxy,1.44,24,125.2,0.69,1.33,3007.0
Carbon,Epoxy,1.99,13,146.4,0.45,2.47,2621.6
Carbon,Phenolic,1.9,6,112.8,0.49,3.24,1248.5
Glass,Epoxy,1.82,16,114.2,0.57,1.47,1485.8
Glass,Polyester,1.62,22,157.6,0.53,1.15,1371.1
Glass,Polyester,1.93,13,94.2,0.55,1.43,975.4
Carbon,Epoxy,2.09,20,150.3,0.4,1.89,3186.7
Glass,Polyester,1.87,24,70.2,0.35,1.08,997.8
Glass,Polyester,1.55,18,67.9,0.49,0.87,1023.3
Carbon,Epoxy,2.01,10,135.1,0.59,2.45,2477.3
Aramid,Epoxy,2.09,14,73.6,0.61,1.96,1982.6
Glass,Vinyl Ester,1.48,15,133.7,0.54,2.87,999.8
Aramid,Polyester,2.17,23,158.7,0.46,0.97,2134.5
Aramid,Phenolic,2.13,23,88.8,0.64,3.34,1595.2
Basalt,Vinyl Ester,1.71,21,73.7,0.58,1.34,1585.3
Carbon,Epoxy,2.17,20,137.8,0.67,1.11,4021.3
Aramid,Epoxy,1.97,10,71.1,0.44,0.89,1738.5
Aramid,Vinyl Ester,1.66,16,157.9,0.36,2.41,1678.9
Basalt,Polyester,1.98,22,136.3,0.5,0.97,1717.2
Basalt,Vinyl Ester,1.76,14,122.8,0.48,2.11,1342.5
Aramid,Phenolic,1.52,12,156.8,0.63,1.7,1850.1
Carbon,Epoxy,2.04,23,117.0,0.52,2.46,3107.3
Basalt,Phenolic,1.51,11,100.7,0.57,0.93,1288.2
Aramid,Polyester,2.14,18,78.9,0.56,1.86,1560.0
Carbon,Phenolic,1.63,11,96.3,0.51,1.67,1990.8
Basalt,Epoxy,1.87,7,114.8,0.68,1.41,1438.4
Basalt,Vinyl Ester,1.87,17,116.5,0.48,3.26,1220.1
Aramid,Epoxy,1.52,10,149.2,0.4,3.37,1495.3
Basalt,Epoxy,1.41,19,100.0,0.42,1.89,1661.9
Carbon,Polyester,1.99,13,90.0,0.49,2.83,1704.3
Glass,Epoxy,1.96,17,100.6,0.55,3.02,1105.0
Basalt,Epoxy,1.46,23,149.8,0.59,3.12,1879.6
Glass,Vinyl Ester,1.99,19,94.0,0.62,1.71,1241.5
Basalt,Polyester,1.55,17,88.1,0.48,2.07,1186.6
Glass,Vinyl Ester,2.11,9,150.9,0.59,2.69,973.7
Basalt,Polyester,1.79,18,78.3,0.41,1.93,1218.3
Glass,Polyester,1.73,11,157.9,0.47,1.38,971.7
Aramid,Vinyl Ester,1.54,12,68.1,0.5,1.78,1472.7
Carbon,Polyester,1.56,11,92.3,0.54,2.61,1675.7
Carbon,Epoxy,2.06,22,63.2,0.53,1.16,3170.4
Carbon,Phenolic,1.97,15,130.5,0.58,0.91,2747.0
Carbon,Polyester,1.75,19,61.6,0.59,2.71,1962.8
Aramid,Polyester,1.6,10,121.0,0.37,1.66,1247.4
Carbon,Phenolic,1.45,21,85.1,0.66,2.92,2299.6
Aramid,Polyester,1.51,15,106.8,0.39,1.51,1428.4
Aramid,Polyester,1.68,19,119.4,0.65,2.09,1787.2
Aramid,Vinyl Ester,1.57,19,87.8,0.67,1.93,1966.2
Carbon,Epoxy,1.77,7,100.2,0.46,2.94,1645.6
Carbon,Vinyl Ester,1.92,16,100.9,0.39,0.7,2424.8
Aramid,Epoxy,1.49,8,138.8,0.51,1.4,1842.2
Basalt,Phenolic,1.87,22,72.4,0.7,1.84,1519.4
Basalt,Polyester,1.71,7,105.0,0.61,3.27,795.6
Glass,Phenolic,2.11,14,67.8,0.37,2.71,741.9
Carbon,Phenolic,1.58,7,97.2,0.4,3.5,1182.7
Aramid,Polyester,1.62,20,96.1,0.51,2.52,1540.1
Glass,Epoxy,2.12,21,93.6,0.56,0.61,1693.8
Basalt,Vinyl Ester,1.54,11,86.0,0.38,1.86,1118.2
Carbon,Vinyl Ester,1.83,10,99.8,0.48,1.49,2013.7
Aramid,Polyester,1.71,8,76.9,0.45,1.35,1127.9
Glass,Phenolic,1.71,12,85.2,0.36,1.64,849.5
Carbon,Polyester,2.12,22,110.0,0.52,2.42,2248.0
Basalt,Epoxy,1.46,14,143.6,0.52,3.03,1487.0
Basalt,Epoxy,2.02,24,66.0,0.62,2.32,1792.0
Glass,Phenolic,1.84,16,92.9,0.4,2.5,855.2
Carbon,Phenolic,2.19,16,114.3,0.69,3.47,2055.2
Basalt,Epoxy,2.14,17,64.4,0.66,1.85,1738.8
Glass,Epoxy,2.2,22,77.1,0.7,1.17,1653.3
Glass,Vinyl Ester,1.5,23,123.8,0.6,1.81,1318.7
Aramid,Polyester,1.62,20,90.7,0.53,2.01,1585.8
Glass,Vinyl Ester,1.9,17,125.3,0.42,3.21,909.2
Aramid,Vinyl Ester,1.53,8,156.1,0.61,3.25,1276.2
Aramid,Vinyl Ester,1.79,9,147.1,0.62,3.0,1389.4
Glass,Vinyl Ester,1.68,16,152.2,0.67,2.91,1156.9
Glass,Epoxy,1.98,17,124.8,0.57,3.46,1159.1
Aramid,Polyester,1.99,7,118.7,0.59,2.31,1137.4
Carbon,Vinyl Ester,1.52,18,84.3,0.59,0.74,2866.4
Carbon,Phenolic,2.18,11,111.6,0.58,2.48,1891.1
Carbon,Phenolic,1.41,8,147.7,0.61,2.86,1787.3
Carbon,Epoxy,1.49,18,119.5,0.69,1.85,3455.0
Aramid,Polyester,1.84,13,138.6,0.53,0.87,1807.9
Carbon,Epoxy,1.46,23,79.6,0.41,1.13,3124.0
Carbon,Polyester,1.5,14,94.9,0.51,0.87,2208.4
Basalt,Epoxy,1.7,7,75.3,0.54,1.68,1136.6
Carbon,Phenolic,1.41,24,65.6,0.62,0.77,2895.6
Carbon,Vinyl Ester,2.09,9,99.3,0.57,1.43,1995.1
Aramid,Phenolic,2.08,19,113.0,0.67,3.41,1633.2
Aramid,Polyester,1.87,20,139.5,0.69,3.01,1773.2
Carbon,Epoxy,1.45,13,123.1,0.7,1.51,3192.4
Glass,Polyester,2.18,19,114.1,0.47,3.42,842.3
Aramid,Vinyl Ester,1.97,21,70.7,0.44,0.93,1857.3
Basalt,Phenolic,2.18,19,155.2,0.65,3.13,1470.9
Aramid,Epoxy,1.5,19,147.9,0.69,0.84,3096.7
Glass,Vinyl Ester,1.99,23,159.0,0.37,2.35,1196.5
Glass,Vinyl Ester,1.74,14,102.3,0.38,3.48,742.1
Basalt,Epoxy,1.49,8,106.2,0.48,2.4,1205.9
Basalt,Vinyl Ester,2.15,20,130.2,0.49,2.76,1455.8
Carbon,Polyester,1.57,22,128.6,0.43,3.4,2018.9
Carbon,Epoxy,1.83,8,152.0,0.49,0.9,2670.9
Basalt,Phenolic,1.81,7,65.1,0.39,2.56,674.3
Aramid,Vinyl Ester,1.86,8,114.3,0.7,1.1,1615.1
Glass,Phenolic,1.62,8,70.6,0.69,2.55,728.1
Carbon,Vinyl Ester,1.83,10,136.8,0.62,0.87,2555.2
Aramid,Polyester,1.72,16,146.7,0.41,2.95,1361.8
Glass,Phenolic,2.15,19,92.5,0.45,1.01,1143.1
Basalt,Vinyl Ester,1.55,16,90.8,0.4,1.56,1285.4
Glass,Phenolic,2.04,6,128.6,0.51,3.0,608.0
Aramid,Epoxy,1.63,11,156.4,0.47,2.17,1908.8
Basalt,Vinyl Ester,1.96,10,117.8,0.56,2.63,1114.6
Basalt,Polyester,1.83,23,91.6,0.38,1.69,1274.3
Basalt,Vinyl Ester,1.82,23,119.9,0.65,2.04,1786.9
Basalt,Vinyl Ester,1.92,8,86.6,0.56,0.6,1204.3
Glass,Polyester,1.64,13,96.6,0.46,0.79,965.6
Glass,Vinyl Ester,1.74,13,154.3,0.47,0.84,1225.1
Glass,Vinyl Ester,1.95,20,72.8,0.57,1.46,1185.9
Carbon,Vinyl Ester,1.71,19,143.9,0.4,1.0,2786.7
Basalt,Epoxy,2.2,15,117.1,0.5,0.52,1946.1
Aramid,Phenolic,1.53,6,114.3,0.56,3.39,896.4
Aramid,Polyester,1.7,21,121.8,0.44,3.27,1464.9
Carbon,Vinyl Ester,1.52,15,94.3,0.38,1.57,2137.0
Carbon,Vinyl Ester,1.73,12,60.5,0.67,1.05,2325.0
Basalt,Phenolic,1.57,11,95.7,0.68,2.15,1236.2
Aramid,Epoxy,2.08,14,133.7,0.42,1.65,2004.3
Glass,Vinyl Ester,1.99,12,89.2,0.38,1.63,850.4
Carbon,Polyester,1.45,11,137.7,0.61,1.97,2120.3
Carbon,Vinyl Ester,1.77,16,150.9,0.64,1.76,2883.1
Carbon,Vinyl Ester,1.66,15,110.6,0.48,0.61,2673.5
Aramid,Vinyl Ester,2.05,8,135.1,0.42,1.46,1421.6
Glass,Epoxy,1.72,21,134.1,0.4,1.37,1518.0
Carbon,Phenolic,1.68,15,155.3,0.61,1.65,2696.5
Aramid,Epoxy,2.03,14,104.4,0.55,0.71,2340.1
Carbon,Epoxy,2.01,20,84.8,0.53,2.17,2886.5
Aramid,Epoxy,2.02,18,79.4,0.6,2.66,1951.2
Aramid,Epoxy,1.65,17,67.1,0.43,2.24,1738.4
Glass,Vinyl Ester,2.2,15,69.8,0.51,2.28,956.7
Glass,Epoxy,2.17,12,98.1,0.5,3.47,921.5
Carbon,Epoxy,2.01,15,157.1,0.39,3.44,2318.3
Glass,Vinyl Ester,1.91,15,95.3,0.53,0.9,1199.3
Aramid,Polyester,2.19,19,93.6,0.44,2.18,1530.6
Aramid,Epoxy,1.93,9,81.2,0.67,2.61,1540.4
Aramid,Epoxy,1.7,15,72.0,0.44,1.75,1785.4
Carbon,Phenolic,1.62,20,64.6,0.63,0.78,2687.7
Aramid,Epoxy,2.01,20,75.4,0.6,3.0,1890.6
Aramid,Phenolic,1.72,16,84.8,0.44,2.0,1416.0
Carbon,Epoxy,2.17,12,135.3,0.62,3.35,2408.8
Aramid,Phenolic,1.48,16,118.4,0.65,3.38,1560.8
Carbon,Polyester,1.88,24,140.3,0.61,1.73,2886.1
Basalt,Epoxy,1.47,15,134.7,0.51,3.16,1460.3
Basalt,Polyester,2.09,17,87.8,0.49,2.24,1113.2
Glass,Polyester,2.16,23,123.0,0.7,2.22,1207.2
Glass,Vinyl Ester,2.08,11,154.1,0.4,1.87,946.7
Carbon,Vinyl Ester,2.19,16,143.9,0.69,3.28,2452.8
Aramid,Vinyl Ester,1.81,13,95.5,0.62,3.15,1441.3
Glass,Vinyl Ester,1.74,20,93.7,0.46,2.2,1082.0
Glass,Epoxy,1.44,6,93.2,0.35,2.77,679.6
Glass,Polyester,1.85,19,128.8,0.68,0.68,1381.7
Glass,Polyester,1.97,17,62.1,0.61,0.67,1128.3
Carbon,Phenolic,1.51,22,142.8,0.59,2.66,2610.1
Basalt,Phenolic,1.7,16,104.8,0.67,2.61,1380.8
Basalt,Phenolic,1.55,20,147.0,0.44,1.6,1567.3
Basalt,Phenolic,1.63,11,110.2,0.44,1.21,1213.7
Carbon,Polyester,1.55,7,130.9,0.61,2.14,1659.1
Basalt,Epoxy,2.19,7,94.3,0.68,3.5,1068.0
Glass,Vinyl Ester,1.89,17,153.8,0.55,2.99,1087.7
Glass,Epoxy,1.45,11,122.5,0.58,0.99,1307.2
Glass,Epoxy,1.54,16,89.1,0.5,2.72,1087.2
Basalt,Epoxy,1.59,7,87.5,0.64,1.01,1405.4
Glass,Epoxy,1.59,22,82.2,0.5,0.77,1564.3
Glass,Epoxy,1.77,19,128.4,0.41,1.39,1507.5
Carbon,Epoxy,2.05,21,76.4,0.6,1.48,3277.8
Carbon,Phenolic,2.05,21,61.3,0.55,1.49,2424.0
Aramid,Phenolic,2.11,16,125.0,0.55,2.12,1713.1
Aramid,Polyester,1.44,13,101.6,0.5,3.34,1139.2
Glass,Polyester,1.57,14,100.3,0.46,1.61,903.1
Carbon,Phenolic,1.85,20,73.5,0.62,1.16,2648.2
Carbon,Vinyl Ester,1.97,8,91.9,0.65,2.88,1625.4
Aramid,Phenolic,1.82,16,152.7,0.69,2.65,1868.5
Aramid,Polyester,1.6,22,158.3,0.61,2.74,1851.0
Aramid,Epoxy,1.64,15,152.3,0.4,1.93,2034.3
Basalt,Polyester,1.44,15,80.0,0.44,1.03,1217.7
Aramid,Polyester,1.94,16,130.6,0.44,1.68,1628.9
Glass,Vinyl Ester,2.16,14,136.8,0.41,1.91,1078.1
Glass,Vinyl Ester,1.72,17,93.0,0.54,1.28,1182.3
Glass,Polyester,1.95,21,72.8,0.6,2.36,1025.8
Carbon,Phenolic,1.84,11,159.6,0.52,1.39,2388.9
Basalt,Epoxy,1.92,20,152.1,0.36,1.32,1951.8
Basalt,Polyester,2.0,9,117.3,0.55,2.74,979.3
Glass,Vinyl Ester,1.67,9,145.1,0.69,0.92,1213.4
Glass,Vinyl Ester,1.75,13,114.5,0.46,3.46,810.1
Glass,Polyester,1.51,7,72.0,0.44,3.37,500.1
Basalt,Polyester,1.47,9,118.6,0.37,1.08,1062.8
Carbon,Polyester,2.2,7,60.2,0.41,2.61,1106.4
Carbon,Epoxy,1.9,15,113.1,0.37,3.34,2132.0
Carbon,Polyester,1.79,18,115.5,0.67,1.42,2615.4
Aramid,Vinyl Ester,1.7,18,113.2,0.61,3.09,1660.4
Aramid,Epoxy,1.84,23,98.8,0.65,3.29,2096.3
Basalt,Vinyl Ester,1.68,17,90.3,0.61,1.42,1586.5
Carbon,Phenolic,1.51,8,89.3,0.4,1.24,1661.1
Basalt,Epoxy,1.44,18,81.0,0.37,1.61,1557.1
Aramid,Phenolic,2.18,16,141.9,0.53,2.59,1651.4
Basalt,Epoxy,1.86,6,136.0,0.36,0.69,1187.6
Aramid,Polyester,1.43,24,78.2,0.35,3.29,1225.2
Basalt,Polyester,2.1,8,69.7,0.38,0.7,920.6
Carbon,Polyester,1.93,13,152.9,0.51,2.86,1984.3
Aramid,Phenolic,1.72,14,154.0,0.4,3.21,1394.0
Glass,Vinyl Ester,1.93,11,62.5,0.51,2.48,750.6
Basalt,Vinyl Ester,1.8,22,110.0,0.65,1.95,1682.5
Glass,Phenolic,1.51,9,78.0,0.35,0.82,758.0
Carbon,Phenolic,1.66,24,135.1,0.48,1.29,2867.4
Basalt,Vinyl Ester,2.06,14,117.2,0.52,2.61,1274.6
Glass,Phenolic,1.98,20,84.6,0.62,1.71,1122.4
Carbon,Phenolic,1.49,14,113.9,0.63,2.64,2137.8
Basalt,Polyester,1.54,13,61.9,0.46,2.85,873.9
Basalt,Polyester,1.85,14,105.1,0.53,1.51,1309.5
Aramid,Phenolic,1.44,18,80.8,0.38,0.79,1675.8
Basalt,Phenolic,2.06,20,108.7,0.38,1.76,1335.4
Aramid,Vinyl Ester,1.83,23,114.5,0.67,2.55,2008.8
Basalt,Vinyl Ester,1.73,17,146.1,0.57,0.77,1853.2
Glass,Polyester,1.58,13,103.0,0.59,1.66,945.1
Carbon,Epoxy,1.84,10,158.9,0.62,0.51,3351.0
Aramid,Phenolic,1.89,18,152.7,0.55,1.45,2076.5
Glass,Polyester,1.69,14,107.8,0.65,0.94,1123.1
Aramid,Vinyl Ester,1.56,6,106.8,0.51,1.45,1196.1
Aramid,Phenolic,1.79,8,122.9,0.35,0.93,1306.2
Carbon,Epoxy,1.91,21,87.2,0.44,3.15,2432.6
Carbon,Phenolic,1.68,22,156.8,0.54,2.33,2702.8
Glass,Epoxy,1.52,18,95.5,0.68,2.89,1327.4
Aramid,Polyester,1.49,10,88.0,0.67,0.66,1622.7
Aramid,Polyester,2.1,8,151.7,0.58,2.25,1327.8
Basalt,Polyester,2.17,17,134.0,0.35,0.55,1458.8
Aramid,Vinyl Ester,1.49,22,112.2,0.61,1.1,2307.6
Aramid,Polyester,1.66,24,111.2,0.47,3.37,1458.9
Aramid,Phenolic,2.0,13,146.1,0.57,0.62,2023.8
Aramid,Polyester,2.13,19,144.2,0.38,2.06,1640.0
Aramid,Polyester,1.56,15,99.1,0.43,3.0,1232.8
Aramid,Phenolic,1.99,14,108.0,0.46,2.45,1422.6
Aramid,Phenolic,1.72,16,138.5,0.36,0.68,1848.7
Aramid,Epoxy,1.86,9,131.8,0.46,2.4,1571.9
Carbon,Epoxy,1.9,6,103.4,0.57,3.2,1581.3
Carbon,Polyester,1.88,16,100.2,0.36,1.35,2052.9
Basalt,Polyester,1.66,18,66.6,0.57,3.47,1014.8
Glass,Polyester,1.58,19,69.7,0.64,0.5,1251.8
Basalt,Vinyl Ester,1.51,21,83.1,0.56,1.59,1576.2
Glass,Vinyl Ester,1.6,20,147.8,0.62,3.43,1135.3
Basalt,Epoxy,1.94,22,109.9,0.45,3.08,1578.3
Glass,Polyester,2.14,8,115.2,0.61,2.14,778.8
Basalt,Vinyl Ester,2.15,24,124.4,0.66,0.93,2085.7
Aramid,Polyester,1.89,15,106.7,0.39,1.98,1402.1
Glass,Epoxy,2.05,20,60.2,0.36,1.99,1104.1
Carbon,Phenolic,2.06,13,85.5,0.38,2.39,1713.5
Basalt,Epoxy,1.97,7,93.3,0.63,1.79,1260.9
Aramid,Polyester,1.83,10,60.1,0.7,1.75,1354.2
Aramid,Phenolic,2.1,13,88.2,0.56,2.01,1464.4
Carbon,Epoxy,1.59,22,67.7,0.6,0.61,3575.6
Basalt,Epoxy,2.07,15,104.2,0.47,2.74,1397.6
Glass,Polyester,2.06,11,157.0,0.35,3.12,718.6
Basalt,Polyester,2.14,7,107.4,0.52,1.86,879.9
Carbon,Polyester,1.62,6,119.4,0.38,0.67,1511.6
Basalt,Vinyl Ester,1.75,17,136.5,0.63,3.38,1355.3
Carbon,Polyester,2.18,11,151.5,0.37,2.93,1620.4
Carbon,Epoxy,2.13,22,71.1,0.41,3.44,2199.2
Aramid,Phenolic,2.04,16,138.6,0.62,3.24,1542.3
Glass,Polyester,1.69,10,106.2,0.54,1.72,900.7
Aramid,Polyester,2.0,23,88.5,0.36,1.17,1597.3
Glass,Epoxy,1.41,7,85.4,0.45,3.3,681.2
Carbon,Epoxy,1.54,19,148.3,0.53,2.17,3295.8
Basalt,Epoxy,2.03,13,136.6,0.42,2.53,1461.0
Glass,Phenolic,1.55,6,115.3,0.52,3.05,578.1
Glass,Polyester,2.04,10,68.6,0.56,2.23,741.8
Basalt,Polyester,1.52,12,111.9,0.4,1.34,1150.7
Basalt,Phenolic,1.74,14,87.9,0.63,1.26,1417.2
Basalt,Polyester,1.89,20,133.0,0.64,1.54,1689.1
Glass,Vinyl Ester,1.69,22,63.1,0.58,2.3,1061.0
Aramid,Vinyl Ester,1.72,13,146.3,0.43,3.14,1426.0
Carbon,Vinyl Ester,2.05,12,139.0,0.59,1.68,2513.4
Aramid,Polyester,1.64,6,138.6,0.47,1.7,1044.9
Glass,Vinyl Ester,2.04,10,133.1,0.49,1.17,1013.4
Basalt,Polyester,1.53,14,145.1,0.65,2.92,1281.9
Aramid,Polyester,1.97,6,138.9,0.44,3.4,884.8
Carbon,Vinyl Ester,1.92,22,102.4,0.5,1.65,2692.7
Carbon,Epoxy,1.96,19,123.1,0.63,1.12,3742.9
Carbon,Polyester,1.58,13,88.0,0.43,1.9,1799.7
Glass,Vinyl Ester,2.05,11,119.3,0.59,1.87,1055.5
Glass,Phenolic,1.6,10,104.9,0.67,1.82,958.7
Glass,Epoxy,1.73,9,142.8,0.68,1.69,1280.4
Carbon,Vinyl Ester,1.6,15,87.1,0.64,1.4,2612.2
Glass,Polyester,1.69,7,66.9,0.64,3.28,563.8
Aramid,Vinyl Ester,1.96,6,103.6,0.66,1.62,1209.7
Carbon,Epoxy,1.7,11,148.4,0.59,2.93,2487.3
Basalt,Epoxy,2.11,15,126.9,0.62,0.76,2106.8
Carbon,Phenolic,2.11,19,119.8,0.6,2.65,2374.0
Carbon,Phenolic,1.56,9,155.0,0.48,2.41,1826.1
Carbon,Polyester,1.69,16,81.0,0.41,1.64,1906.6
Basalt,Vinyl Ester,2.05,15,123.5,0.36,1.48,1324.5
Carbon,Phenolic,1.45,14,66.0,0.61,2.8,1860.1
Basalt,Polyester,1.92,9,94.3,0.49,1.34,1004.3
Glass,Phenolic,1.56,23,150.3,0.65,0.71,1599.0
Carbon,Vinyl Ester,1.53,23,64.1,0.55,3.29,2059.8
Carbon,Epoxy,1.9,13,107.4,0.45,2.26,2501.2
Glass,Polyester,1.45,8,113.9,0.6,2.91,721.1
Glass,Polyester,1.74,18,100.8,0.43,1.9,913.7
Glass,Phenolic,1.5,23,102.7,0.6,3.16,1041.4
Glass,Vinyl Ester,1.7,10,149.9,0.45,0.51,1105.0
Aramid,Phenolic,2.03,9,137.8,0.63,2.53,1399.2
Glass,Phenolic,1.9,10,116.3,0.7,1.92,975.6
Carbon,Epoxy,1.51,21,119.6,0.65,3.0,3064.1
Aramid,Phenolic,1.64,20,60.9,0.63,2.36,1626.2
Aramid,Vinyl Ester,1.43,10,118.2,0.39,0.77,1546.9
Glass,Epoxy,2.15,17,142.0,0.47,2.42,1337.3
Aramid,Polyester,1.86,7,146.2,0.36,1.87,1055.6
Basalt,Vinyl Ester,1.79,24,143.9,0.66,1.39,2073.1
Aramid,Epoxy,1.48,12,156.2,0.58,2.42,2009.7
Carbon,Phenolic,1.68,11,135.2,0.55,3.24,1810.4
Basalt,Epoxy,2.05,19,123.0,0.69,1.32,2195.6
Carbon,Polyester,2.12,24,80.8,0.63,1.8,2509.5
Aramid,Phenolic,1.47,9,128.2,0.47,2.05,1300.7
Aramid,Polyester,2.14,9,79.5,0.57,0.82,1356.2
Aramid,Vinyl Ester,1.98,10,91.9,0.49,2.88,1201.1
Basalt,Phenolic,2.08,23,152.0,0.45,2.3,1533.3
Carbon,Epoxy,1.72,12,106.2,0.47,0.65,2860.4
Carbon,Epoxy,1.67,7,67.8,0.37,1.97,1638.1
Glass,Polyester,1.61,9,154.9,0.66,1.21,1079.0
Carbon,Phenolic,1.58,14,100.2,0.66,0.79,2621.1
Aramid,Epoxy,1.93,17,70.7,0.65,3.14,1810.9
Glass,Vinyl Ester,1.92,22,121.3,0.53,0.88,1410.5
Glass,Epoxy,1.95,8,144.9,0.67,1.86,1183.0
Basalt,Phenolic,1.58,20,132.6,0.51,3.12,1287.6
Carbon,Polyester,1.54,16,83.5,0.7,2.1,2282.8
